Suburb,Address,Rooms,Type,Price,Postcode,Bedrooms,Bathrooms,LandSize,BuildingArea,YearBuilt,CouncilArea,Region,PropertyCount
Bundoora,17 Milton Pde,4,h,6704874,3083,4,2,564,168,1978,Banyule City Council,Northern Metropolitan,10175
Bundoora,3 Trafalgar Cr,3,h,2186270,3083,3,2,482,168,1975,Banyule City Council,Northern Metropolitan,10175
Burwood,25 Barnes Av,4,h,9534628,3125,4,2,482,168,1969,Monash City Council,Southern Metropolitan,5678
Burwood,3/16 Wridgway Av,2,u,10527094,3125,3,1,482,168,1969,Monash City Council,Southern Metropolitan,5678
Cairnlea,6 Heron Rd,3,h,7325142,3023,3,2,617,168,1969,Brimbank City Council,Western Metropolitan,2674
Camberwell,9 Moorhead St,3,h,1866890,3124,3,2,570,168,1969,Boroondara City Council,Southern Metropolitan,8920
Camberwell,2A Remon Av,3,h,9720486,3124,3,2,482,168,1969,Boroondara City Council,Southern Metropolitan,8920
Camberwell,4/870 Riversdale Rd,2,u,8259680,3124,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,8920
Camberwell,2C Staughton Rd,4,t,3848974,3124,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,8920
Camberwell,1/71 Through Rd,3,h,8350462,3124,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,8920
Camberwell,916 Toorak Rd,5,h,11195448,3124,5,6,697,168,1969,Boroondara City Council,Southern Metropolitan,8920
Canterbury,5/26 Faversham Rd,2,u,10156070,3126,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,3265
Carlton,173 Drummond St,4,h,612652,3053,4,1,316,168,1969,Melbourne City Council,Northern Metropolitan,6786
Carlton,610/123 Pelham St,2,u,6535476,3053,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,6786
Carlton North,821 Rathdowne St,4,h,2210184,3054,4,1,482,95,1890,Melbourne City Council,Northern Metropolitan,3106
Carlton North,679 Station St,3,h,5054976,3054,3,1,253,168,1969,Melbourne City Council,Northern Metropolitan,3106
Carnegie,2/39 Coorigil Rd,2,u,8360642,3163,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,7822
Carnegie,3/52 Coorigil Rd,2,u,422316,3163,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,7822
Carnegie,76 Mimosa Rd,3,h,1741543,3163,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,7822
Carnegie,8/36 Moonya Rd,1,u,3461211,3163,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,7822
Carnegie,84 Oakleigh Rd,2,h,7183195,3163,2,1,428,168,1969,Glen Eira City Council,Southern Metropolitan,7822
Carrum,2/9 Graham Rd,3,u,501801,3197,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,1989
Caulfield South,28 Goe St,4,h,888620,3162,4,2,482,168,1970,Glen Eira City Council,Southern Metropolitan,5051
Caulfield South,34B Marara Rd,4,t,7874938,3162,4,3,295,218,2012,Glen Eira City Council,Southern Metropolitan,5051
Chadstone,21 Binalong Av,3,h,9800963,3148,3,1,632,168,1969,Monash City Council,Southern Metropolitan,3582
Chadstone,3/111 Waverley Rd,3,u,10384881,3148,3,1,482,168,1969,Monash City Council,Southern Metropolitan,3582
Chelsea,2/19 Scotch Pde,2,u,10276272,3196,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,3906
Cheltenham,9 Allnutt Ct,3,h,4716436,3192,3,1,585,123,1965,Bayside City Council,Southern Metropolitan,9758
Cheltenham,1 Clendon Ct,3,h,8011240,3192,3,2,488,168,1969,Bayside City Council,Southern Metropolitan,9758
Cheltenham,2/3 Evergreen Cct,3,t,9513357,3192,3,1,482,168,1969,Bayside City Council,Southern Metropolitan,9758
Cheltenham,2C Gilford Gr,2,t,2280756,3192,2,1,482,117,2002,Bayside City Council,Southern Metropolitan,9758
Cheltenham,33 Merton Cl,3,h,7492080,3192,3,1,581,136,1960,Bayside City Council,Southern Metropolitan,9758
Cheltenham,10 Wingrove St,3,h,6665888,3192,3,1,624,168,1969,Bayside City Council,Southern Metropolitan,9758
Chirnside Park,35 Bardaster Bvd,3,t,10511095,3116,3,2,193,168,1969,Yarra Ranges Shire Council,Eastern Victoria,3789
Chirnside Park,12B Meadowgate Dr,3,h,2115414,3116,3,2,482,168,1969,Yarra Ranges Shire Council,Eastern Victoria,3789
Clarinda,1/24 Arunta Cr,3,u,9098509,3169,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,2727
Clarinda,17 Leonard Cl,3,h,8118785,3169,3,1,544,168,1969,Kingston City Council,South-Eastern Metropolitan,2727
Clarinda,15 Merrigum Cr,3,h,5460746,3169,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,2727
Clayton,2/40 View St,3,t,1038191,3168,3,1,482,168,1969,Monash City Council,South-Eastern Metropolitan,5837
Clayton South,6 Linda St,4,h,8036125,3169,4,2,632,55,1969,Kingston City Council,South-Eastern Metropolitan,4734
Clifton Hill,119 Spensley St,3,h,2348442,3068,3,1,241,115,1890,Yarra City Council,Northern Metropolitan,2954
Coburg,206 Bell St,4,h,2638295,3058,4,2,614,181,1920,Darebin City Council,Northern Metropolitan,11204
Coburg,51 Bruce St,2,h,3523162,3058,2,1,482,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg,70 Devon Av,3,h,9053612,3058,3,1,497,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg,33 High St,2,h,2767427,3058,2,1,482,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg,28 Lascelles St,3,h,1708689,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg,2/3 The Grove,3,t,7991175,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg,1/11 Wolseley St,2,u,4267710,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,11204
Coburg North,60 Boyne St,3,h,5415912,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,3445
Coburg North,7 Keady St,4,h,1568548,3058,4,2,482,143,1970,Darebin City Council,Northern Metropolitan,3445
Coburg North,15 Merlyn St,3,h,8982811,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,3445
Coburg North,13 Norris St,2,h,3761687,3058,2,1,390,91,1950,Darebin City Council,Northern Metropolitan,3445
Coburg North,1/16 Norris St,3,t,7731558,3058,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,3445
Coburg North,16 Outlook Rd,3,h,6335840,3058,3,1,402,123,1950,Darebin City Council,Northern Metropolitan,3445
Coburg North,17 Ronald St,3,h,4278082,3058,3,1,506,100,1955,Darebin City Council,Northern Metropolitan,3445
Collingwood,34 Gold St,2,h,11160382,3066,2,1,125,125,1982,Yarra City Council,Northern Metropolitan,4553
Craigieburn,48 Bainbridge Cl,3,h,4192948,3064,3,2,656,120,1980,Hume City Council,Northern Metropolitan,15510
Craigieburn,83 Cimberwood Dr,3,h,4067950,3064,3,2,482,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,25 Dempster Dr,3,h,4390437,3064,3,2,482,151,2010,Hume City Council,Northern Metropolitan,15510
Craigieburn,6 Folger Rd,3,h,3031827,3064,3,2,482,168,2009,Hume City Council,Northern Metropolitan,15510
Craigieburn,348 Grand Bvd,2,t,10834661,3064,2,1,99,98,2015,Hume City Council,Northern Metropolitan,15510
Craigieburn,474 Grand Bvd,4,h,1001901,3064,4,2,482,240,2012,Hume City Council,Northern Metropolitan,15510
Craigieburn,26 Grange Ri,5,h,889719,3064,3,1,482,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,96 Hanson Rd,3,h,9636646,3064,3,2,654,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,92 Hothlyn Dr,7,h,8757503,3064,7,2,680,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,51 Langdon Cr,3,h,4307231,3064,3,1,482,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,60 Newbury Bvd,4,h,8254512,3064,4,2,482,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,13 Nobility Rd,4,h,8086765,3064,4,2,399,168,1969,Hume City Council,Northern Metropolitan,15510
Craigieburn,23 Royal Tce,3,h,9525136,3064,3,1,482,168,1969,Hume City Council,Northern Metropolitan,15510
Cranbourne West,13 Greenbriar Wy,3,h,1890707,3977,3,2,482,168,1969,Casey City Council,South-Eastern Metropolitan,4939
Cremorne,43 Chestnut St,3,h,783612,3121,3,1,156,113,1880,Yarra City Council,Northern Metropolitan,1123
Croydon,4/8 Bennison St,3,u,10396769,3136,3,1,482,168,1969,Maroondah City Council,Eastern Metropolitan,11925
Croydon,5 Eden St,3,h,2015334,3136,3,1,370,121,1965,Maroondah City Council,Eastern Metropolitan,11925
Croydon,3/6 Haig St,4,t,5219014,3136,3,1,482,168,1969,Maroondah City Council,Eastern Metropolitan,11925
Croydon,167 Maroondah Hwy,4,h,6642973,3136,4,2,482,168,1969,Maroondah City Council,Eastern Metropolitan,11925
Croydon,11 Melton Gr,3,h,10717296,3136,3,2,482,168,1970,Maroondah City Council,Eastern Metropolitan,11925
Croydon,16 Moore Av,4,h,4594074,3136,4,2,1071,200,2017,Maroondah City Council,Eastern Metropolitan,11925
Croydon,9 The Pass,5,h,3462542,3136,5,3,482,380,1980,Maroondah City Council,Eastern Metropolitan,11925
Croydon,25 View St,3,h,6408692,3136,3,1,482,95,2000,Maroondah City Council,Eastern Metropolitan,11925
Dallas,3 Donald St,3,h,9353477,3047,3,1,552,92,1960,Hume City Council,Northern Metropolitan,2246
Dandenong,2/15 Grace Av,3,t,6230795,3175,3,1,482,168,1969,Greater Dandenong City Council,South-Eastern Metropolitan,10894
Dandenong,107 Herbert St,3,h,10787325,3175,3,1,482,108,1950,Greater Dandenong City Council,South-Eastern Metropolitan,10894
Dandenong North,6 Yarra Ct,4,h,6402983,3175,4,2,482,168,1969,Greater Dandenong City Council,South-Eastern Metropolitan,8322
Deepdene,6 Belmont Av,4,h,7955235,3103,4,2,1083,168,1940,Boroondara City Council,Southern Metropolitan,892
Deepdene,914 Burke Rd,5,h,161326,3103,5,2,833,370,2012,Boroondara City Council,Southern Metropolitan,892
Deer Park,24 Bird St,3,h,3924277,3023,3,2,482,168,1969,Brimbank City Council,Western Metropolitan,6388
Delahey,15 Anakie Wk,3,h,1449549,3037,3,1,482,168,1969,Brimbank City Council,Western Metropolitan,2898
Delahey,22 Brampton Cct,3,h,3056852,3037,3,2,482,193,2000,Brimbank City Council,Western Metropolitan,2898
Delahey,14 Doran Wk,3,h,5190577,3037,3,1,482,168,1969,Brimbank City Council,Western Metropolitan,2898
Delahey,34 Frost Dr,4,h,4018292,3037,4,2,482,148,1989,Brimbank City Council,Western Metropolitan,2898
Derrimut,10 Oakham Gld,4,h,6009599,3030,4,2,482,225,2010,Brimbank City Council,Western Metropolitan,2276
Derrimut,96 Windsor Bvd,4,h,8145566,3030,4,2,482,271,2008,Brimbank City Council,Western Metropolitan,2276
Diamond Creek,14 Moray St,3,h,8540143,3089,3,1,558,101,1980,Nillumbik Shire Council,Northern Victoria,4258
Diamond Creek,2 Wensley St,3,h,6695776,3089,3,1,530,123,1970,Nillumbik Shire Council,Northern Victoria,4258
Dingley Village,5/169 Centre Dandenong Rd,2,u,939343,3172,3,1,482,168,1969,Kingston City Council,South-Eastern Metropolitan,3940
Dingley Village,4 Fairway Dr,4,h,2622079,3172,4,2,563,168,1980,Kingston City Council,South-Eastern Metropolitan,3940
Dingley Village,8 Rhoda St,3,h,9560324,3172,3,1,795,152,1975,Kingston City Council,South-Eastern Metropolitan,3940
Doncaster,23 Buckingham Cr,3,h,2597653,3108,3,1,703,168,1969,Manningham City Council,Eastern Metropolitan,9028
Doncaster,3/40 Finlayson St,3,h,10302732,3108,3,1,482,168,1969,Manningham City Council,Eastern Metropolitan,9028
Doncaster,56 Victoria St,3,h,3343499,3108,3,1,675,168,1969,Manningham City Council,Eastern Metropolitan,9028
Doncaster East,3 Carisbrook Ct,4,h,10597383,3109,4,2,723,155,1980,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,1/1050 Doncaster Rd,3,u,6416962,3109,3,1,482,168,1969,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,3/37 Greendale Rd,3,u,8019173,3109,3,1,482,168,1969,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,2/11 Howell Cl,3,h,1898828,3109,3,1,482,168,1969,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,18 Silvana Ct,4,h,9346980,3109,4,3,786,168,1969,Manningham City Council,Eastern Metropolitan,10999
Doncaster East,12 Worthing Av,4,h,6761886,3109,4,2,664,168,1969,Manningham City Council,Eastern Metropolitan,10999
Doreen,15 Braford Dr,4,h,9059353,3754,4,2,482,233,2011,Nillumbik Shire Council,Northern Victoria,7254
Doreen,96 Laurimar Bvd,4,h,2220254,3754,3,1,482,168,1969,Nillumbik Shire Council,Northern Victoria,7254
Doreen,1 Nancarrow Dr,3,h,4318752,3754,3,1,290,168,1969,Nillumbik Shire Council,Northern Victoria,7254
Doreen,17 Patience Av,3,h,8195878,3754,3,2,482,137,2012,Nillumbik Shire Council,Northern Victoria,7254
East Melbourne,10 Powlett St,6,h,3408616,3002,6,4,335,300,1870,Melbourne City Council,Northern Metropolitan,3040
Elsternwick,3/35 Shoobra Rd,3,u,2726734,3185,3,1,482,168,1969,Glen Eira City Council,Southern Metropolitan,4898
Eltham,7 Wynton Ct,4,h,8528789,3095,4,2,776,168,1985,Banyule City Council,Eastern Metropolitan,6990
Elwood,13/197 Brighton Rd,1,u,5932104,3184,3,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,49 Brighton Rd,4,h,2340762,3184,4,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,12/1 Glen Huntly Rd,2,u,4133452,3184,2,1,482,160,1950,Port Phillip City Council,Southern Metropolitan,8989
Elwood,5/145 Glen Huntly Rd,3,u,10684129,3184,3,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,6/5 Joyce St,2,u,9003922,3184,3,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,7/199 Ormond Rd,2,u,8138658,3184,3,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,5/34 Pine Av,3,u,7133757,3184,3,1,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Elwood,4 Robert St,4,h,4002385,3184,4,2,431,175,1912,Port Phillip City Council,Southern Metropolitan,8989
Elwood,113 Spray St,3,h,4651305,3184,3,2,482,168,1969,Port Phillip City Council,Southern Metropolitan,8989
Endeavour Hills,20 Rhonda Cl,3,h,10596748,3802,3,1,563,130,1986,Casey City Council,South-Eastern Metropolitan,8443
Epping,2 Brazil Ct,4,h,6469771,3076,4,2,482,223,1995,Whittlesea City Council,Northern Metropolitan,10926
Epping,10A Cabot Dr,2,h,5942812,3076,2,1,225,76,1995,Whittlesea City Council,Northern Metropolitan,10926
Epping,8 Charteris Gr,4,h,7663457,3076,4,2,510,199,2000,Whittlesea City Council,Northern Metropolitan,10926
Epping,202/82 Epping Rd,2,u,8812918,3076,3,1,482,168,1969,Whittlesea City Council,Northern Metropolitan,10926
Epping,202/88 Epping Rd,2,u,2936270,3076,3,1,482,168,1969,Whittlesea City Council,Northern Metropolitan,10926
Epping,5 Kilby Cl,3,h,8851068,3076,3,1,343,168,1969,Whittlesea City Council,Northern Metropolitan,10926
Epping,14 Plowman Ct,3,h,7544324,3076,3,2,532,110,1995,Whittlesea City Council,Northern Metropolitan,10926
Epping,2 Winterton Cl,3,h,1869346,3076,3,2,527,168,1969,Whittlesea City Council,Northern Metropolitan,10926
Essendon,4/142 Cooper St,3,t,6394634,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon,2/5 Kalimna St,2,u,1741230,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon,13 Laluma St,4,h,4263813,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon,4/62 Nimmo St,2,t,7037057,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon,46 Salmon Av,5,h,955822,3040,5,3,664,242,1930,Moonee Valley City Council,Western Metropolitan,9264
Essendon,8/12 Schofield St,2,u,2570729,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon,4/24 Schofield St,2,u,1624236,3040,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,9264
Essendon North,9/15 Royal Av,2,u,6397354,3041,3,1,482,168,1969,Moonee Valley City Council,Western Metropolitan,1308
Fairfield,4/25 Rathmines St,2,u,557805,3078,3,1,482,168,1969,Darebin City Council,Northern Metropolitan,2970
Fairfield,75 Rathmines St,4,h,10726810,3078,4,1,524,168,1969,Darebin City Council,Northern Metropolitan,2970
Fawkner,4 Bonwick St,3,h,3407718,3060,3,1,581,148,1960,Hume City Council,Northern Metropolitan,5070
Fawkner Lot,1/3 Brian St,3,h,8080148,3121,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,7544
Fawkner,1/1 Clara St,2,u,7434777,3060,2,1,482,168,1969,Hume City Council,Northern Metropolitan,5070
Fawkner,1 Link Pde,3,h,9711535,3060,3,2,482,98,1960,Hume City Council,Northern Metropolitan,5070
Fawkner,9 Selola Ct,3,h,3688258,3060,3,1,593,124,1965,Hume City Council,Northern Metropolitan,5070
Ferntree Gully,32 Lydford Rd,3,h,5053487,3156,3,1,737,168,1969,Knox City Council,Eastern Metropolitan,10788
Fitzroy,215 Argyle St,2,h,9722585,3065,2,2,4580,168,1969,Yarra City Council,Northern Metropolitan,5825
Fitzroy,5/3 Hertford St,2,h,5491145,3065,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,5825
Fitzroy,1/26 Victoria St,1,u,2243412,3065,3,1,482,168,1969,Yarra City Council,Northern Metropolitan,5825
Fitzroy North,103/500 Brunswick St,2,u,6781435,3068,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,810 Brunswick St,3,h,8391164,3068,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,23 Egremont St,2,h,6573982,3068,2,2,482,168,1969,Moreland City Council,Northern Metropolitan,6244
Fitzroy North,4/71 Holden St,2,u,2239206,3068,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,6244
Flemington,2/63 Crown St,2,t,9168423,3031,3,1,482,168,1969,Melbourne City Council,Northern Metropolitan,3593
Footscray,10/20 French St,3,u,6679370,3011,3,1,482,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Footscray,16 Nicholson St,6,h,2736081,3011,6,2,482,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Footscray,17 Steet St,4,h,2171808,3011,4,2,482,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Footscray,48b Wolverhampton St,3,t,732200,3011,3,2,482,168,1969,Maribyrnong City Council,Western Metropolitan,7570
Forest Hill,16 Mutual Ct,3,h,9320571,3131,3,1,482,168,1969,Whitehorse City Council,Eastern Metropolitan,4385
Frankston,9 Aquarius Dr,3,h,825864,3199,3,2,675,167,1988,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,5 Finisterre Ct,4,h,10692386,3199,4,2,884,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3 Frawley St,5,h,1057846,3199,5,3,925,155,1960,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,2/13 Gairloch Dr,3,t,2750238,3199,3,1,482,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,150 Heatherhill Rd,3,h,3469995,3199,3,2,482,118,1981,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,8 Leighton Ct,3,h,11114273,3199,4,1,654,142,1966,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,82 Lindrum Rd,4,h,10017699,3199,4,1,544,121,1972,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,4/9 Phillip St,2,u,9154310,3199,3,1,482,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,105 Raphael Cr,3,h,9714506,3199,3,1,651,86,1990,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,67 Raphael Cr,3,h,7963281,3199,3,2,656,175,1986,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,18 Wave St,2,h,8877198,3199,2,1,586,104,1970,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3 Wettenhall Rd,4,h,2128051,3199,4,2,482,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,37 Williams St,3,h,9433976,3199,3,1,482,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,3/46 Williams St,3,t,2052078,3199,3,1,482,168,1969,Frankston City Council,South-Eastern Metropolitan,17055
Frankston,14 Woodlands Gr,4,h,3522002,3199,4,3,632,234,1950,Frankston City Council,South-Eastern Metropolitan,17055
Frankston South,32 Fleetwood Cr,3,h,8769219,3199,3,2,604,232,2013,Frankston City Council,South-Eastern Metropolitan,7566
Frankston South,8 Tavistock Rd,3,h,7097098,3199,3,1,482,168,1969,Frankston City Council,South-Eastern Metropolitan,7566
Gisborne,68 Fersfield Rd,3,h,8556280,3437,3,2,934,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,1/5 Robert Ct,3,h,7584868,3437,3,1,482,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gisborne,12a Sundew Ct,3,h,2358807,3437,3,1,482,168,1969,Macedon Ranges Shire Council,Northern Victoria,3376
Gladstone Park,8 Cassandra Dr,3,h,5035115,3043,3,2,530,115,1980,Hume City Council,Western Metropolitan,3285
Gladstone Park,1 Chisholm Cl,6,h,10454300,3043,6,2,482,168,1970,Hume City Council,Western Metropolitan,3285
Gladstone Park,27 Goodwood Cr,3,h,1731329,3043,3,3,343,197,1985,Hume City Council,Western Metropolitan,3285
Glen Iris,13/1526 High St,2,u,1852406,3146,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,8/40 Osborne Av,2,u,2955888,3146,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,26 Parkin St,6,h,3189864,3146,6,3,482,280,1960,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,65 Renwick St,4,h,2172219,3146,4,3,361,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Iris,114 Summerhill Rd,3,h,1302337,3146,3,1,802,168,1969,Boroondara City Council,Southern Metropolitan,10412
Glen Waverley,23 Burramine Rd,4,h,10035358,3150,4,2,737,168,1969,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,57 Hinkler Rd,3,h,5403337,3150,3,2,726,168,1970,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,9 Short St,6,h,4058615,3150,6,4,482,168,1969,Monash City Council,Eastern Metropolitan,15321
Glen Waverley,10 Summit Cr,4,h,3972410,3150,4,2,482,168,1969,Monash City Council,Eastern Metropolitan,15321
Glenroy,1/8 Apsley St,3,t,10809159,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,70 Beatty Av,2,t,3898762,3046,2,1,202,1,2010,Moreland City Council,Northern Metropolitan,8870
Glenroy,43 Bindi St,2,h,11090521,3046,2,1,664,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,181 Daley St,2,h,106139,3046,2,1,626,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,36 Gladstone Pde,2,h,8510261,3046,2,1,1011,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,2/122 Loongana Av,3,h,1865548,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,54 Morley St,3,h,10101507,3046,3,1,687,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,1/66 Pecham St,3,u,10277968,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,73 Tarana Av,4,h,6971409,3046,4,1,660,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,2/121 Widford St,3,t,8261534,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,8870
Glenroy,4 York St,2,h,4808698,3046,2,1,802,168,1969,Moreland City Council,Northern Metropolitan,8870
Gowanbrae,1 Duranta Dr,3,h,8414773,3043,3,2,371,176,2014,Moreland City Council,Western Metropolitan,1071
Gowanbrae,7 Marigold Cr,3,t,301682,3043,3,2,256,172,2006,Moreland City Council,Western Metropolitan,1071
Gowanbrae,7 Mirrim Pl,4,h,4495672,3043,4,2,750,286,2002,Moreland City Council,Western Metropolitan,1071
Greensborough,14 Anama St,3,h,7312253,3088,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,3 Booyan Cr,3,h,2673533,3088,3,1,482,168,1990,Banyule City Council,Northern Metropolitan,8524
Greensborough,32 Louis St,3,h,1633935,3088,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,9A Scotland Av,3,t,3151176,3088,3,2,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,7 Simmons Ct,3,h,1955837,3088,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,17 Thoona Gr,4,h,8896854,3088,4,2,775,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,18 Wanbanna Av,3,h,7882925,3088,3,1,576,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,92 Warralong Av,3,h,6985016,3088,3,2,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greensborough,3/11 William St,3,t,9157768,3088,3,1,482,168,1969,Banyule City Council,Northern Metropolitan,8524
Greenvale,10 Ambleside Rd,4,h,3473121,3059,4,2,482,281,1992,Hume City Council,Northern Metropolitan,4864
Greenvale,29 Arkley Dr,3,h,6548779,3059,3,2,482,216,2006,Hume City Council,Northern Metropolitan,4864
Greenvale,21 Elphinstone Bvd,6,h,7845161,3059,6,2,4046,323,1983,Hume City Council,Northern Metropolitan,4864
Greenvale,20 Frontier Av,3,h,9580685,3059,3,2,482,140,2015,Hume City Council,Northern Metropolitan,4864
Greenvale,48 Glencairn Dr,4,h,7695819,3059,4,2,652,200,1988,Hume City Council,Northern Metropolitan,4864
Greenvale,2 Lysterfield Dr,4,h,151156,3059,4,3,566,201,2017,Hume City Council,Northern Metropolitan,4864
Greenvale,6 Mossgiel Av,4,h,6849211,3059,4,2,958,283,1969,Hume City Council,Northern Metropolitan,4864
Hadfield,5 Richard St,3,h,8249276,3046,3,1,482,168,1969,Moreland City Council,Northern Metropolitan,2606
Hadfield,27 West St,3,h,10364315,3046,3,2,543,130,1970,Moreland City Council,Northern Metropolitan,2606
Hampton,56E Beach Rd,3,t,2357880,3188,3,2,482,168,1990,Bayside City Council,Southern Metropolitan,5454
Hampton,304/33 Crisp St,2,u,7508078,3188,3,1,482,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton,2 Grout St,3,h,3283441,3188,3,2,8113,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton,16 Kingston St,3,h,4501051,3188,3,1,482,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton,4/5 Walker Av,3,t,6214520,3188,3,1,482,168,1969,Bayside City Council,Southern Metropolitan,5454
Hampton East,25 Daff Av,4,h,1786252,3188,4,1,592,116,1950,Bayside City Council,Southern Metropolitan,2356
Hawthorn,4/229 Auburn Rd,3,t,10247621,3122,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,1/4 Barkers Rd,2,u,5926803,3122,3,1,482,168,1969,Boroondara City Council,Southern Metropolitan,11308
Hawthorn,128 Church St,4,h,4046408,3122,4,2,578,168,1969,Boroondara City Council,Southern Metropolitan,11308
