Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Hillside,7 Greybox Ct,2017-08-26,house,4.0,2.0,2.0,730000.0,18.0,,-37.6896,3037.0,Western Metropolitan
Westmeadows,7 Gunn Ct,2017-10-28,house,3.0,1.0,2.0,625000.0,16.5,,-37.67558,3049.0,Northern Metropolitan
Glen Waverley,7 Gwingana Cr,2018-02-10,house,5.0,3.0,2.0,1925000.0,16.7,962.0,-37.88724,3150.0,Eastern Metropolitan
North Melbourne,7 Haines St,2017-10-28,house,3.0,1.0,2.0,1550000.0,1.8,,-37.79906,3051.0,Northern Metropolitan
Brunswick,7 Hall St,2016-11-27,house,4.0,1.0,0.0,1217000.0,5.2,363.0,-37.7621,3056.0,Northern Metropolitan
Hadfield,7 Halsbury St,2017-12-09,house,2.0,1.0,2.0,610000.0,11.2,,-37.71329,3046.0,Northern Metropolitan
Bundoora,7 Hanover Rd,2018-01-06,house,5.0,3.0,3.0,1470000.0,12.1,,-37.68718,3083.0,Northern Metropolitan
Taylors Lakes,7 Hanson Ct,2017-05-27,house,5.0,3.0,2.0,1300000.0,15.5,771.0,-37.68166,3038.0,Western Metropolitan
South Morang,7 Haven Cl,2017-09-16,house,3.0,2.0,2.0,527000.0,20.5,,-37.62986,3752.0,Northern Metropolitan
Northcote,7 Hawthorn Rd,2017-10-14,house,4.0,1.0,2.0,2000000.0,5.3,,-37.77065,3070.0,Northern Metropolitan
Beaumaris,7 Haydens Rd,2017-09-16,townhouse,3.0,3.0,2.0,2030000.0,17.3,725.0,-37.98667,3193.0,Southern Metropolitan
Bulleen,7 Helene St,2017-09-16,house,4.0,2.0,1.0,1330000.0,10.8,,-37.76351,3105.0,Eastern Metropolitan
Balwyn North,7 Helston St,2018-03-03,house,4.0,2.0,2.0,2255000.0,9.7,576.0,-37.7864,3104.0,Southern Metropolitan
Sunshine,7 High St,2017-03-04,house,3.0,1.0,0.0,780000.0,12.6,486.0,-37.7886,3020.0,Western Metropolitan
Ringwood East,7 Highton St,2017-06-17,house,4.0,2.0,1.0,1175000.0,21.3,842.0,-37.81109,3135.0,Eastern Metropolitan
Oakleigh,7 Hilbert Ct,2017-04-22,house,4.0,2.0,2.0,1145000.0,14.0,538.0,-37.895,3166.0,Southern Metropolitan
Essendon,7 Hilda St,2016-07-26,house,3.0,1.0,0.0,1150000.0,8.0,300.0,-37.7548,3040.0,Western Metropolitan
Brighton East,7 Holmhurst Ct,2017-04-29,townhouse,4.0,3.0,2.0,1700000.0,10.7,312.0,-37.9295,3187.0,Southern Metropolitan
Preston,7 Hope St,2016-04-16,house,3.0,1.0,0.0,930000.0,8.8,453.0,-37.7386,3072.0,Northern Metropolitan
Glen Iris,7 Hope St,2016-09-24,townhouse,3.0,2.0,2.0,1200000.0,9.2,541.0,-37.8628,3146.0,Southern Metropolitan
Hampton East,7 Howitt Av,2017-05-06,house,,,,1610000.0,14.5,,,3188.0,Southern Metropolitan
Craigieburn,7 Hoxton Cr,2017-05-27,house,,,,565500.0,20.6,,,3064.0,Northern Metropolitan
Yarraville,7 Hughes St,2016-08-28,house,4.0,1.0,1.0,840000.0,7.0,470.0,-37.822,3013.0,Western Metropolitan
Bentleigh East,7 Hull St,2017-10-14,house,3.0,2.0,3.0,1200000.0,13.8,,-37.91975,3165.0,Southern Metropolitan
Malvern,7 Hunter St,2016-08-22,house,2.0,1.0,0.0,1326000.0,7.4,254.0,-37.8674,3144.0,Southern Metropolitan
Mount Waverley,7 Huntingtower Cr,2017-08-19,house,4.0,2.0,2.0,1750000.0,14.2,570.0,-37.87655,3149.0,Eastern Metropolitan
Bayswater,7 Huxley Ct,2017-06-24,house,4.0,2.0,2.0,1030000.0,23.2,1094.0,-37.85757,3153.0,Eastern Metropolitan
Chadstone,7 Inga Ct,2017-03-18,house,3.0,1.0,2.0,1301000.0,13.6,620.0,-37.8812,3148.0,Southern Metropolitan
Reservoir,7 Inverness St,2017-07-01,house,4.0,1.0,2.0,900000.0,12.0,836.0,-37.70343,3073.0,Northern Metropolitan
St Kilda,7 Irymple Av,2017-11-11,house,3.0,2.0,1.0,2102000.0,5.0,263.0,-37.869,3182.0,Southern Metropolitan
Glenroy,7 Isla Av,2016-10-15,house,,,,695000.0,13.0,,,3046.0,Northern Metropolitan
Clayton,7 Jaguar Dr,2017-05-27,house,4.0,2.0,2.0,1040000.0,16.7,735.0,-37.92374,3168.0,South-Eastern Metropolitan
Ashwood,7 Jingella Av,2017-03-18,house,,,,1200000.0,12.2,,,3147.0,Southern Metropolitan
Cheltenham,7 Joami St,2018-02-24,townhouse,2.0,2.0,2.0,880000.0,17.9,263.0,-37.95746,3192.0,Southern Metropolitan
Bentleigh East,7 Kadir St,2017-11-25,house,,,,1100000.0,13.8,,,3165.0,Southern Metropolitan
Campbellfield,7 Kalgoorlie Ct,2018-03-17,house,3.0,1.0,1.0,725000.0,16.6,677.0,-37.68881,3061.0,Northern Metropolitan
Bulleen,7 Kampman St,2017-03-18,house,4.0,2.0,2.0,1300000.0,11.8,744.0,-37.7791,3105.0,Eastern Metropolitan
Craigieburn,7 Kangaroo Rd,2017-11-11,house,4.0,2.0,2.0,530000.0,20.6,349.0,-37.5688,3064.0,Northern Metropolitan
Coburg North,7 Keady St,2018-01-06,house,4.0,2.0,2.0,965000.0,6.7,,-37.72455,3058.0,Northern Metropolitan
Preston,7 Kenneth St,2017-03-04,house,3.0,2.0,3.0,1100000.0,8.8,490.0,-37.7413,3072.0,Northern Metropolitan
Blackburn North,7 Kent Cl,2017-12-09,house,3.0,2.0,1.0,1030000.0,13.4,568.0,-37.80265,3130.0,Eastern Metropolitan
Burwood,7 Keogh St,2016-12-03,house,3.0,1.0,2.0,1300000.0,11.7,773.0,-37.8562,3125.0,Southern Metropolitan
Campbellfield,7 Keown Ct,2016-12-03,house,3.0,1.0,1.0,455000.0,14.5,766.0,-37.6804,3061.0,Northern Metropolitan
Blackburn,7 Kevin Av,2018-03-17,house,5.0,3.0,2.0,1590000.0,13.4,684.0,-37.81138,3130.0,Eastern Metropolitan
Coburg,7 Kewarren Ct,2017-09-16,house,4.0,2.0,2.0,975000.0,6.7,301.0,-37.73697,3058.0,Northern Metropolitan
Mont Albert,7 Kingsley Cr,2016-12-10,house,,,,1901000.0,11.8,,,3127.0,Eastern Metropolitan
Viewbank,7 Kuranga Rd,2017-11-04,house,3.0,2.0,2.0,950000.0,8.9,,-37.7326,3084.0,Eastern Metropolitan
Blackburn North,7 Kurrajong Wy,2018-03-03,townhouse,3.0,2.0,2.0,850000.0,13.4,210.0,-37.80912,3130.0,Eastern Metropolitan
Reservoir,7 Lambassa Gr,2017-06-03,house,,,,751000.0,12.0,,,3073.0,Northern Metropolitan
Avondale Heights,7 Landau Pl,2016-09-24,house,,,,990000.0,10.5,,,3034.0,Western Metropolitan
Jacana,7 Landy Rd,2016-12-10,house,,,,482000.0,14.5,,,3047.0,Northern Metropolitan
Bentleigh East,7 Larman St,2016-06-27,house,,,,1155000.0,13.9,,,3165.0,Southern Metropolitan
Templestowe,7 Larnaca Ct,2018-02-24,house,,,,1700000.0,15.5,,,3106.0,Eastern Metropolitan
Preston,7 Larne Gr,2017-06-03,house,,,,1130000.0,8.4,,,3072.0,Northern Metropolitan
Glen Waverley,7 Larpent St,2017-09-09,house,,,,1361501.0,16.7,,,3150.0,Eastern Metropolitan
Bundoora,7 Larter Ct,2017-11-18,house,,,,800888.0,12.1,,,3083.0,Northern Metropolitan
Tarneit,7 Laurel Av,2017-11-11,house,,,,620000.0,18.4,,,3029.0,Western Metropolitan
Rowville,7 Law Ct,2017-09-23,house,,,,1050000.0,23.5,,,3178.0,South-Eastern Metropolitan
Murrumbeena,7 Lawrance St,2017-07-22,house,,,,1780000.0,10.1,,,3163.0,Southern Metropolitan
Bentleigh,7 Lawson St,2017-09-09,house,,,,1362000.0,11.4,,,3204.0,Southern Metropolitan
Jacana,7 Leech Ct,2018-03-17,house,3.0,1.0,1.0,480000.0,14.0,638.0,-37.68275,3047.0,Northern Metropolitan
Preston,7 Leicester St,2017-04-08,house,3.0,2.0,3.0,1121000.0,8.8,604.0,-37.7438,3072.0,Northern Metropolitan
Balwyn North,7 Lemon Rd,2017-06-17,house,4.0,1.0,1.0,2050000.0,9.7,1138.0,-37.79284,3104.0,Southern Metropolitan
Preston,7 Leopold St,2017-10-21,house,2.0,1.0,2.0,732000.0,8.4,,-37.73433,3072.0,Northern Metropolitan
St Helena,7 Lesay Dr,2017-10-21,house,4.0,2.0,2.0,870000.0,16.1,673.0,-37.68467,3088.0,Eastern Metropolitan
Rosanna,7 Leura Av,2017-10-28,house,3.0,1.0,3.0,1050000.0,8.9,696.0,-37.73706,3084.0,Eastern Metropolitan
Brunswick East,7 Leyden St,2017-05-13,house,2.0,1.0,0.0,1025000.0,4.5,121.0,-37.7744,3057.0,Northern Metropolitan
Hoppers Crossing,7 Lisa Ct,2017-05-27,house,4.0,2.0,2.0,472000.0,18.4,546.0,-37.85146,3029.0,Western Metropolitan
Armadale,7 Llaneast St,2016-12-03,house,3.0,2.0,2.0,1939000.0,6.3,296.0,-37.8614,3143.0,Southern Metropolitan
Bentleigh,7 Lockwood St,2017-09-16,house,4.0,2.0,2.0,1450000.0,11.4,689.0,-37.93031,3204.0,Southern Metropolitan
Reservoir,7 Loddon Av,2017-09-16,house,3.0,1.0,2.0,935000.0,12.0,768.0,-37.7234,3073.0,Northern Metropolitan
Greensborough,7 London Ct,2017-08-19,house,4.0,2.0,1.0,897000.0,16.1,,-37.71839,3088.0,Northern Metropolitan
Tullamarine,7 Londrew Ct,2017-08-26,house,3.0,1.0,1.0,540000.0,12.9,607.0,-37.69423,3043.0,Western Metropolitan
Rosanna,7 Longview Pde,2017-10-28,house,3.0,1.0,2.0,1080000.0,8.9,,-37.73235,3084.0,Eastern Metropolitan
Pascoe Vale,7 Longview St,2016-09-24,house,3.0,1.0,2.0,792000.0,9.9,582.0,-37.724,3044.0,Northern Metropolitan
Brunswick,7 Louisa St,2016-11-27,house,3.0,1.0,3.0,1020000.0,5.2,308.0,-37.7649,3056.0,Northern Metropolitan
South Morang,7 Loveridge Wy,2017-07-29,house,4.0,2.0,1.0,561000.0,20.5,229.0,-37.62614,3752.0,Northern Metropolitan
Mount Waverley,7 Lynden Gr,2017-09-03,house,4.0,2.0,2.0,1100000.0,14.2,,-37.8611,3149.0,Eastern Metropolitan
South Yarra,7 Macfarlan La,2017-10-21,house,3.0,2.0,2.0,1750000.0,2.7,153.0,-37.83998,3141.0,Southern Metropolitan
Prahran,7 Mackay St,2017-09-23,townhouse,3.0,2.0,2.0,1463000.0,4.6,15.0,-37.84969,3181.0,Southern Metropolitan
Altona,7 Maidstone St,2017-05-27,house,2.0,1.0,1.0,1030000.0,11.0,743.0,-37.8732,3018.0,Western Metropolitan
Mckinnon,7 Malacca St,2017-10-28,house,5.0,2.0,2.0,1860000.0,11.4,697.0,-37.90898,3204.0,Southern Metropolitan
Bulleen,7 Mangan St,2017-05-20,house,3.0,1.0,0.0,794000.0,11.8,353.0,-37.7618,3105.0,Eastern Metropolitan
Coburg North,7 Manly Ct,2016-05-07,house,3.0,1.0,2.0,700000.0,9.2,626.0,-37.7201,3058.0,Northern Metropolitan
Gowanbrae,7 Marigold Cr,2018-01-06,townhouse,3.0,2.0,2.0,700000.0,12.9,256.0,-37.70202,3043.0,Western Metropolitan
Yallambie,7 Marigolds Rd,2017-04-29,house,3.0,2.0,2.0,984000.0,15.0,552.0,-37.7285,3085.0,Northern Metropolitan
Glen Waverley,7 Matthew St,2017-11-18,house,3.0,2.0,2.0,1605000.0,16.7,725.0,-37.874,3150.0,Eastern Metropolitan
Footscray,7 Mccubbin St,2017-10-07,townhouse,2.0,1.0,2.0,685000.0,5.1,,-37.79144,3011.0,Western Metropolitan
Sunshine,7 Mckay St,2018-01-06,house,4.0,2.0,2.0,1155500.0,10.5,,-37.79024,3020.0,Western Metropolitan
Hoppers Crossing,7 Mcmillan Ct,2018-03-17,house,3.0,1.0,3.0,530000.0,18.4,748.0,-37.86505,3029.0,Western Metropolitan
Airport West,7 Mcnamara Av,2016-09-17,house,,,,715000.0,13.5,,,3042.0,Western Metropolitan
Beaumaris,7 Mcnamara St,2017-09-09,house,3.0,1.0,2.0,1354000.0,17.3,612.0,-37.97289,3193.0,Southern Metropolitan
Hoppers Crossing,7 Melaleuca Dr,2017-10-28,house,3.0,1.0,2.0,515000.0,18.4,688.0,-37.85703,3029.0,Western Metropolitan
Newport,7 Melrose St,2017-10-07,house,3.0,2.0,2.0,980000.0,6.2,330.0,-37.84795,3015.0,Western Metropolitan
Dallas,7 Merino Av,2017-11-11,house,3.0,1.0,3.0,480888.0,14.0,569.0,-37.6706,3047.0,Northern Metropolitan
Murrumbeena,7 Merrimu St,2017-05-06,house,4.0,2.0,2.0,1656000.0,12.1,651.0,-37.8879,3163.0,Southern Metropolitan
Mill Park,7 Mew Ct,2017-07-08,house,4.0,2.0,2.0,676000.0,17.9,537.0,-37.65532,3082.0,Northern Metropolitan
Ringwood East,7 Miller Gr,2017-10-28,house,3.0,2.0,1.0,1066000.0,21.3,728.0,-37.80947,3135.0,Eastern Metropolitan
Mount Waverley,7 Milliara St,2017-06-03,house,3.0,1.0,2.0,1640000.0,14.2,911.0,-37.86906,3149.0,Eastern Metropolitan
Newport,7 Mirls St,2017-10-07,house,5.0,2.0,1.0,1570000.0,6.2,374.0,-37.84507,3015.0,Western Metropolitan
Glenroy,7 Mitchell Ct,2017-05-27,house,2.0,1.0,2.0,650000.0,11.2,650.0,-37.69712,3046.0,Northern Metropolitan
Avondale Heights,7 Monmouth St,2016-10-15,house,3.0,1.0,3.0,650000.0,10.5,574.0,-37.7627,3034.0,Western Metropolitan
Elwood,7 Moore St,2016-11-07,house,2.0,1.0,0.0,1210000.0,7.7,163.0,-37.8778,3184.0,Southern Metropolitan
Brunswick West,7 Morrow St,2016-08-22,house,3.0,1.0,2.0,910000.0,5.9,717.0,-37.7525,3055.0,Northern Metropolitan
Bentleigh East,7 Murrong Av,2017-10-21,house,3.0,1.0,3.0,1650000.0,13.8,,-37.90844,3165.0,Southern Metropolitan
Balwyn,7 Naroo St,2016-08-22,house,4.0,2.0,2.0,1801000.0,9.7,583.0,-37.8027,3103.0,Southern Metropolitan
Surrey Hills,7 Newton St,2016-07-16,house,5.0,2.0,2.0,2100000.0,11.2,1025.0,-37.8286,3127.0,Southern Metropolitan
Bentleigh East,7 Noora Av,2018-01-06,house,3.0,1.0,3.0,1182000.0,13.8,,-37.92247,3165.0,Southern Metropolitan
Clifton Hill,7 North Tce,2017-10-28,house,4.0,2.0,,2300000.0,3.6,,-37.78978,3068.0,Northern Metropolitan
Malvern,7 Northbrook Av,2017-08-26,house,4.0,2.0,3.0,860000.0,5.9,633.0,-37.85612,3144.0,Southern Metropolitan
Brunswick East,7 Nunan St,2018-02-10,house,4.0,2.0,2.0,965000.0,4.0,,-37.76004,3057.0,Northern Metropolitan
Malvern East,7 Nyora St,2017-06-03,house,3.0,2.0,2.0,2265000.0,8.4,531.0,-37.86749,3145.0,Southern Metropolitan
Mernda,7 Oatmeal Wy,2018-03-03,house,3.0,2.0,2.0,641000.0,25.9,448.0,-37.59101,3754.0,Northern Metropolitan
Doncaster East,7 Octantis St,2017-06-24,house,3.0,1.0,2.0,1369000.0,14.3,696.0,-37.77973,3109.0,Eastern Metropolitan
Wheelers Hill,7 Ondine Dr,2017-07-29,house,5.0,2.0,2.0,1095000.0,16.7,629.0,-37.91636,3150.0,South-Eastern Metropolitan
Roxburgh Park,7 Ormond Ri,2017-07-22,house,,,,431000.0,20.6,,,3064.0,Northern Metropolitan
Broadmeadows,7 Osway St,2017-08-19,house,3.0,1.0,2.0,625000.0,14.0,,-37.6924,3047.0,Northern Metropolitan
Bundoora,7 Oxley Av,2017-10-14,house,4.0,2.0,2.0,819000.0,12.1,,-37.69064,3083.0,Northern Metropolitan
Craigieburn,7 Padstowe Ct,2017-11-11,house,3.0,2.0,1.0,528000.0,20.6,,-37.6105,3064.0,Northern Metropolitan
Keilor East,7 Park Dr,2017-03-18,townhouse,3.0,2.0,2.0,680000.0,12.8,224.0,-37.749,3033.0,Western Metropolitan
Hillside,7 Pavleka St,2017-11-11,house,4.0,2.0,2.0,550000.0,18.0,666.0,-37.7019,3037.0,Western Metropolitan
Craigieburn,7 Perisher Dr,2017-06-24,house,3.0,2.0,2.0,425000.0,20.6,263.0,-37.57307,3064.0,Northern Metropolitan
Westmeadows,7 Pershore Ct,2017-10-21,house,3.0,1.0,2.0,570000.0,16.5,468.0,-37.68047,3049.0,Northern Metropolitan
Reservoir,7 Pickett St,2018-03-17,house,3.0,2.0,1.0,651000.0,12.0,289.0,-37.70222,3073.0,Northern Metropolitan
Rosanna,7 Pilgrim Ct,2017-08-12,house,5.0,3.0,3.0,1170000.0,8.9,694.0,-37.73968,3084.0,Eastern Metropolitan
Oak Park,7 Pines Gr,2016-09-10,house,3.0,1.0,1.0,690000.0,11.5,553.0,-37.7161,3046.0,Northern Metropolitan
Waterways,7 Portland Pl,2017-07-15,house,4.0,2.0,2.0,1265000.0,21.5,604.0,-38.01347,3195.0,South-Eastern Metropolitan
Balwyn,7 Power St,2016-04-16,house,5.0,2.0,2.0,2020000.0,9.7,611.0,-37.8116,3103.0,Southern Metropolitan
Keilor East,7 Pumice Ct,2017-08-26,house,3.0,2.0,2.0,960000.0,11.7,404.0,-37.73977,3033.0,Western Metropolitan
Keilor East,7 Pumice Ct,2017-11-11,house,3.0,2.0,2.0,965000.0,11.7,404.0,-37.7398,3033.0,Western Metropolitan
Fairfield,7 Rathmines St,2016-12-03,house,3.0,1.0,2.0,1350000.0,5.8,309.0,-37.7828,3078.0,Northern Metropolitan
Doncaster,7 Reddan Ct,2016-11-19,house,4.0,3.0,2.0,1460800.0,13.9,654.0,-37.7856,3108.0,Eastern Metropolitan
Oak Park,7 Ridge Rd,2017-05-20,house,4.0,2.0,2.0,860000.0,11.5,301.0,-37.7149,3046.0,Northern Metropolitan
Kew,7 Rimington Av,2016-12-03,house,,,,2250000.0,5.6,,,3101.0,Southern Metropolitan
Ivanhoe,7 Robbins St,2016-05-07,house,2.0,1.0,1.0,1340000.0,7.9,571.0,-37.7614,3079.0,Eastern Metropolitan
Brighton East,7 Roberts Ct,2017-05-20,house,3.0,1.0,3.0,1270000.0,10.7,724.0,-37.9291,3187.0,Southern Metropolitan
Ivanhoe East,7 Robinhood Rd,2017-05-06,house,2.0,1.0,2.0,2100000.0,9.0,1003.0,-37.7752,3079.0,Eastern Metropolitan
Oakleigh South,7 Robyn Ct,2016-07-16,house,4.0,2.0,1.0,801347.0,14.7,567.0,-37.9361,3167.0,South-Eastern Metropolitan
Bulleen,7 Ronald Av,2016-04-16,house,,,,1298000.0,11.8,,,3105.0,Eastern Metropolitan
Brunswick,7 Rope Wk,2016-11-27,townhouse,,,,855000.0,5.2,,,3056.0,Northern Metropolitan
Bentleigh,7 Rosina St,2017-05-20,house,4.0,2.0,2.0,1920000.0,13.0,650.0,-37.9323,3204.0,Southern Metropolitan
Newport,7 Rosshire Rd,2016-11-12,house,3.0,1.0,3.0,776000.0,8.4,363.0,-37.8476,3015.0,Western Metropolitan
Derrimut,7 Rothesay Av,2017-11-25,house,,,,760000.0,14.7,,,3030.0,Western Metropolitan
Ferntree Gully,7 Salina Ri,2017-11-25,house,,,,750000.0,24.8,,,3156.0,Eastern Metropolitan
Sunshine West,7 Salvatore Ct,2016-08-22,house,3.0,2.0,2.0,600000.0,13.5,579.0,-37.7968,3020.0,Western Metropolitan
Taylors Lakes,7 Sandpiper Dr,2017-12-09,house,3.0,2.0,2.0,681500.0,15.5,650.0,-37.69783,3038.0,Western Metropolitan
Templestowe Lower,7 Sassafras Dr,2017-10-28,house,6.0,3.0,2.0,1710000.0,12.4,698.0,-37.77074,3107.0,Eastern Metropolitan
Lysterfield,7 Saunders Cl,2018-03-10,house,3.0,1.0,2.0,730000.0,24.8,622.0,-37.91857,3156.0,South-Eastern Metropolitan
Hampton East,7 Seafoam St,2016-05-28,townhouse,4.0,3.0,1.0,1185000.0,14.5,300.0,,3188.0,Southern Metropolitan
Altona North,7 Seventh Av,2016-12-10,house,,,,685000.0,11.1,,,3025.0,Western Metropolitan
Delahey,7 Shale Ct,2017-09-23,house,3.0,2.0,2.0,563000.0,18.0,469.0,-37.72438,3037.0,Western Metropolitan
Essendon,7 Shamrock St,2017-11-18,house,3.0,1.0,1.0,1275000.0,7.5,324.0,-37.754,3040.0,Western Metropolitan
Kings Park,7 Shepherds Gr,2018-01-06,house,5.0,2.0,3.0,675000.0,14.0,,-37.73579,3021.0,Western Metropolitan
Greensborough,7 Simmons Ct,2018-01-06,house,3.0,1.0,1.0,876000.0,16.1,,-37.70199,3088.0,Northern Metropolitan
North Warrandyte,7 Sloans Rd,2017-11-18,house,,,,1550000.0,21.1,,,3113.0,Eastern Metropolitan
Bulleen,7 Springbank Ct,2018-03-17,house,5.0,2.0,3.0,1302000.0,10.8,656.0,-37.77179,3105.0,Eastern Metropolitan
Werribee,7 Squatter Ct,2017-11-18,house,,,,495000.0,14.7,,,3030.0,Western Metropolitan
Brooklyn,7 Stenhouse Av,2017-06-17,house,,,,820000.0,6.4,,,3012.0,Western Metropolitan
Yarraville,7 Stewart St,2017-03-18,house,4.0,2.0,0.0,1340000.0,7.0,297.0,-37.8108,3013.0,Western Metropolitan
Templestowe,7 Stradmore Av,2017-08-26,house,3.0,2.0,2.0,1250000.0,15.5,,-37.75634,3106.0,Eastern Metropolitan
Moonee Ponds,7 Stuart St,2017-10-21,house,4.0,2.0,2.0,1400000.0,6.2,572.0,-37.77197,3039.0,Western Metropolitan
Hampton East,7 Summit Av,2016-08-28,house,,,,1300000.0,14.5,,,3188.0,Southern Metropolitan
Ringwood East,7 Sunbeam Av,2017-08-19,house,3.0,1.0,1.0,1120000.0,21.3,,-37.80238,3135.0,Eastern Metropolitan
Balwyn North,7 Sunburst Av,2016-04-16,house,,,,1845000.0,9.2,,,3104.0,Southern Metropolitan
Brunswick,7 Sutherland St,2018-02-24,house,3.0,3.0,2.0,1050000.0,5.2,231.0,-37.76252,3056.0,Northern Metropolitan
Notting Hill,7 Tamala Av,2017-08-19,house,3.0,1.0,1.0,1001000.0,16.7,,-37.90678,3168.0,Southern Metropolitan
Aspendale Gardens,7 Templeman Ct,2017-11-11,house,4.0,2.0,1.0,915000.0,21.5,,-38.0204,3195.0,South-Eastern Metropolitan
Seddon,7 Tennyson St,2018-02-17,house,2.0,1.0,0.0,1170000.0,5.1,203.0,-37.80786,3011.0,Western Metropolitan
Avondale Heights,7 Thackeray Qd,2017-12-09,house,,,,1061000.0,9.5,,,3034.0,Western Metropolitan
Reservoir,7 Thackeray Rd,2017-02-25,house,3.0,1.0,1.0,928000.0,11.2,696.0,-37.7218,3073.0,Northern Metropolitan
Heidelberg Heights,7 Thames St,2017-02-25,house,3.0,1.0,0.0,1100000.0,10.5,613.0,-37.7532,3081.0,Eastern Metropolitan
Footscray,7 The Crescent,2017-04-08,house,3.0,1.0,1.0,1270000.0,6.4,452.0,-37.7939,3011.0,Western Metropolitan
Taylors Hill,7 The Esplanade,2017-10-07,house,4.0,2.0,2.0,790000.0,18.0,,-37.72089,3037.0,Western Metropolitan
Werribee,7 Thompson Ct,2017-09-03,house,3.0,1.0,1.0,510000.0,14.7,614.0,-37.89152,3030.0,Western Metropolitan
Murrumbeena,7 Thomson Av,2016-08-06,house,,,,1420000.0,12.1,,,3163.0,Southern Metropolitan
Preston,7 Tiernan St,2016-05-14,house,3.0,1.0,1.0,690000.0,8.8,594.0,-37.7512,3072.0,Northern Metropolitan
Mulgrave,7 Tottenham Gr,2017-07-29,house,4.0,2.0,2.0,1030000.0,18.8,492.0,-37.92299,3170.0,South-Eastern Metropolitan
Clifton Hill,7 Turnbull St,2017-05-06,house,4.0,1.0,2.0,1825000.0,3.4,306.0,-37.7888,3068.0,Northern Metropolitan
Craigieburn,7 Tusmore Ri,2017-11-18,house,,,,665000.0,20.6,,,3064.0,Northern Metropolitan
Brighton East,7 Tuxen Ct,2016-10-15,house,5.0,3.0,3.0,2050000.0,10.7,669.0,-37.9289,3187.0,Southern Metropolitan
Preston,7 Tynan St,2016-11-12,house,4.0,1.0,2.0,1000000.0,8.8,568.0,-37.7353,3072.0,Northern Metropolitan
Sunshine,7 Union St,2016-06-18,house,3.0,1.0,1.0,590000.0,12.6,490.0,-37.7893,3020.0,Western Metropolitan
Brighton East,7 Valdemar Ct,2017-02-25,house,4.0,1.0,2.0,1447000.0,10.7,590.0,-37.9286,3187.0,Southern Metropolitan
Hoppers Crossing,7 Victor Ct,2017-10-28,house,4.0,2.0,2.0,593000.0,18.4,,-37.87967,3029.0,Western Metropolitan
Kew East,7 Violet Gr,2016-10-15,house,4.0,2.0,3.0,1830000.0,7.5,596.0,-37.799,3102.0,Southern Metropolitan
Tarneit,7 Vive St,2017-07-22,house,3.0,2.0,2.0,446000.0,18.4,326.0,-37.85037,3029.0,Western Metropolitan
Heidelberg Heights,7 Waiora Rd,2017-09-03,house,3.0,2.0,2.0,921000.0,8.8,,-37.74611,3081.0,Eastern Metropolitan
Bentleigh East,7 Wallace St,2016-10-08,house,0.0,1.0,2.0,1355000.0,13.9,818.0,-37.9241,3165.0,Southern Metropolitan
Moorabbin,7 Walsh Av,2017-08-26,house,3.0,1.0,1.0,1290000.0,14.3,580.0,-37.94492,3189.0,Southern Metropolitan
Burwood,7 Waratah Av,2017-03-04,house,,,,1400000.0,11.7,,,3125.0,Southern Metropolitan
Burwood,7 Wattlebird Ct,2016-05-07,house,4.0,3.0,2.0,2000000.0,11.7,928.0,-37.842,3125.0,Southern Metropolitan
Craigieburn,7 Wattletree St,2017-11-25,house,,,,652000.0,20.6,,,3064.0,Northern Metropolitan
Hampton,7 Wave St,2017-06-17,house,3.0,2.0,1.0,2100000.0,13.8,455.0,-37.93739,3188.0,Southern Metropolitan
East Melbourne,7 Webb La,2017-06-17,townhouse,2.0,2.0,1.0,1350000.0,1.3,87.0,-37.81803,3002.0,Northern Metropolitan
Brunswick East,7 Weigall St,2017-04-22,house,3.0,1.0,3.0,1500000.0,4.5,446.0,-37.7682,3057.0,Northern Metropolitan
Coburg,7 Wellington St,2017-06-03,house,2.0,1.0,1.0,867000.0,6.7,208.0,-37.74373,3058.0,Northern Metropolitan
Bentleigh,7 Whitmuir Rd,2017-02-25,house,3.0,1.0,2.0,1230000.0,13.0,676.0,-37.9161,3204.0,Southern Metropolitan
Sunshine,7 Whitty St,2016-06-18,house,2.0,1.0,1.0,555000.0,12.6,254.0,-37.7881,3020.0,Western Metropolitan
Preston,7 Wilcox St,2016-07-16,house,1.0,1.0,0.0,830000.0,8.8,397.0,-37.7366,3072.0,Northern Metropolitan
Caulfield North,7 Wilks St,2017-06-24,house,3.0,2.0,2.0,1520000.0,7.8,426.0,-37.86323,3161.0,Southern Metropolitan
Richmond,7 Wiltshire St,2017-06-17,house,3.0,3.0,3.0,1425000.0,2.4,81.0,-37.82622,3121.0,Northern Metropolitan
Attwood,7 Wolfson Ct,2017-11-25,house,,,,1175000.0,16.5,,,3049.0,Northern Metropolitan
Macleod,7 Wungan St,2017-06-24,house,,,,701000.0,12.7,,,3085.0,Northern Metropolitan
Preston,7 Wymbir Av,2017-12-09,house,3.0,1.0,1.0,700000.0,8.4,,-37.74133,3072.0,Northern Metropolitan
Werribee,7 Xavier Ct,2018-03-10,house,3.0,2.0,2.0,504000.0,14.7,600.0,-37.89506,3030.0,Western Metropolitan
